descripcion,horas
Testing Desarrollo Alta Ejecución de una batería completa de pruebas tras una actualización importante,18
Testing Desarrollo Alta Ejecución de pruebas de compatibilidad en 5 versiones diferentes de Android,20
Mobile Refactorización Baja Renombrado de las variables en los archivos XML para mayor claridad,4
Mobile Refactorización Baja Renombrado de los archivos de imagen para seguir una convención estándar,3
Mobile Desarrollo Alta Implementación de una base de datos local cifrada para datos sensibles,25
Mobile Desarrollo Alta Implementación de un sistema de biometría (huella dactilar) para el acceso,22
Mobile Investigación Baja Estudio sobre cómo integrar anuncios básicos usando la plataforma AdMob,10
Mobile Desarrollo Media Inserción de un banner publicitario en la parte inferior de la pantalla principal,8
Mobile Desarrollo Media Inserción de un anuncio a pantalla completa al terminar una acción,12
Mobile Arreglo Media Reparación de errores al intentar reproducir vídeos desde una URL externa,14
Mobile Arreglo Media Reparación de errores al intentar reproducir audios en segundo plano,12
Testing Documentación Baja Registro de los dispositivos y versiones donde la app funciona correctamente,5
Testing Documentación Baja Registro de los fallos conocidos que se corregirán en la siguiente versión,4
Mobile Desarrollo Alta Creación de un widget para la pantalla de inicio del móvil que muestre datos clave,20
Mobile Desarrollo Alta Creación de un acceso directo (Shortcuts) al mantener pulsado el icono de la app,15
Mobile Investigación Media Búsqueda de plantillas de diseño para mejorar la experiencia de usuario (UX),6
Mobile Desarrollo Media Aplicación de animaciones de transición suaves entre las diferentes pantallas,12
Mobile Desarrollo Media Aplicación de animaciones al cargar los elementos de una lista,10
Mobile Arreglo Media Solución de un crash al intentar abrir un enlace externo en el navegador,7
Mobile Arreglo Media Solución de un crash al intentar compartir un texto en redes sociales,8
Testing Desarrollo Media Creación de una prueba para verificar que el carrito calcula bien los descuentos,9
Testing Desarrollo Media Creación de una prueba para verificar que el carrito suma bien los productos,8
Mobile Refactorización Media Mejora del rendimiento de las consultas a la base de datos local Room,14
Mobile Refactorización Media Mejora del rendimiento de la carga de listas usando DiffUtil en RecyclerView,12
Mobile Desarrollo Baja Inclusión de un selector de archivos para que el usuario suba su CV,8
Mobile Desarrollo Baja Inclusión de un selector de fechas para que el usuario ponga su nacimiento,6
Mobile Arreglo Baja Corrección de la alineación del texto en idiomas que se leen de derecha a izquierda,10
Mobile Arreglo Baja Corrección de la visualización de la app en tablets (ajuste de columnas),12
Testing Documentación Alta Manual técnico de cómo ejecutar todas las pruebas automáticas del proyecto,15
Testing Documentación Alta Informe final de calidad con el porcentaje de código cubierto por tests,12
Mobile Desarrollo Media Implementación de una lógica para detectar si el móvil tiene conexión o no,7
Mobile Desarrollo Media Implementación de un modo "Fuera de línea" (Offline) con datos cacheados,18
Mobile Arreglo Media Solución de un bug donde la app se congelaba al recibir una llamada telefónica,10
Mobile Arreglo Media Solución de un bug donde la app perdía el progreso si se cerraba repentinamente,14
Mobile Refactorización Baja Eliminación de logs de depuración (Log.d) antes de generar la versión final,4
Mobile Refactorización Baja Eliminación de clases de prueba que no deben estar en la versión de producción,3
Mobile Investigación Media Estudio de los requisitos de Google para publicar una app en la Play Store,6
Mobile Investigación Media Estudio de las políticas de privacidad necesarias para la tienda de aplicaciones,5
Mobile Desarrollo Alta Generación de un almacén de claves (KeyStore) para firmar la aplicación,8
Mobile Desarrollo Alta Configuración de la firma de la app en modo release dentro de build.gradle,10
Mobile Arreglo Baja Corrección de errores en los iconos adaptativos para que se vean bien en Android 14,4
Mobile Arreglo Baja Corrección de errores en los iconos adaptativos para que se vean bien en Android 13,3
Mobile Desarrollo Media Creación de capturas de pantalla promocionales para la ficha de la tienda,6
Mobile Desarrollo Media Creación de una descripción detallada y palabras clave para el SEO de la app,5
Mobile Investigación Alta Aprendizaje sobre cómo usar Google Play Console para subir el archivo AAB,12
Mobile Desarrollo Alta Subida de la primera versión Alpha a Google Play Console para pruebas internas,15
Testing Desarrollo Media Realización de pruebas de "Caja Negra" para validar las funciones principales,10
Testing Desarrollo Media Realización de pruebas de "Caja Blanca" para verificar la lógica interna del código,12
Testing Arreglo Media Solución de un fallo detectado por un usuario externo en la pantalla de cobro,9
Testing Arreglo Media Solución de un fallo detectado por un usuario externo en la pantalla de envío,8
Mobile Refactorización Baja Optimización del archivo manifest para eliminar permisos innecesarios,4
Mobile Refactorización Baja Optimización del archivo manifest para añadir soporte a pantallas grandes,5
Mobile Desarrollo Alta Implementación de un sistema de actualización obligatoria desde la app,20
Mobile Desarrollo Alta Implementación de un sistema de aviso de nueva versión disponible (opcional),18
Mobile Investigación Media Búsqueda de herramientas para analizar el comportamiento del usuario (Analytics),7
Mobile Desarrollo Media Integración de Firebase Analytics para medir el uso de las pantallas,10
Mobile Desarrollo Media Integración de Firebase Crashlytics para recibir reportes de errores en tiempo real,12
Mobile Arreglo Media Reparación de un error en el que los eventos de Analytics no se enviaban,6
Mobile Arreglo Media Reparación de un error en el que el reporte de fallos no incluía el log del sistema,7
Testing Investigación Media Lectura sobre las pruebas de aceptación de usuario (UAT) y su importancia,8
Testing Desarrollo Alta Ejecución de una sesión de pruebas con usuarios reales para feedback,15
Testing Desarrollo Alta Ejecución de una sesión de pruebas con el tutor del proyecto para feedback,14
Mobile Arreglo Baja Corrección de errores ortográficos en los diálogos de confirmación de la app,2
Mobile Arreglo Baja Corrección de errores ortográficos en los términos y condiciones de la app,3
Mobile Desarrollo Media Implementación de una función para que el usuario valore la app en la tienda,8
Mobile Desarrollo Media Implementación de una función para enviar sugerencias desde dentro de la app,10
Mobile Refactorización Alta Reestructuración de los recursos gráficos para soportar el modo noche total,12
Mobile Refactorización Alta Reestructuración de los estilos para soportar temas dinámicos (Material You),15
Mobile Investigación Baja Búsqueda de servicios para traducir la aplicación a otros idiomas,4
Mobile Desarrollo Media Traducción de la interfaz de la aplicación al inglés usando archivos XML,10
Mobile Desarrollo Media Traducción de la interfaz de la aplicación al francés usando archivos XML,12
Mobile Arreglo Media Solución de problemas de diseño cuando el texto traducido es más largo que el original,8
Mobile Arreglo Media Solución de problemas de diseño cuando el texto traducido usa caracteres especiales,7
Testing Desarrollo Media Creación de un test para verificar que la app arranca en menos de 2 segundos,9
Testing Desarrollo Media Creación de un test para verificar que la app consume menos de 100MB de RAM,10
Mobile Desarrollo Alta Configuración de Deep Linking para abrir la app desde un enlace web,18
Mobile Desarrollo Alta Configuración de App Links para verificar el dominio y abrir la app directamente,20
Mobile Investigación Media Estudio sobre cómo integrar pagos mediante Google Pay en la aplicación,12
Mobile Arreglo Baja Corrección de un parpadeo visual al cambiar entre Fragments de la app,5
Mobile Arreglo Baja Corrección de un parpadeo visual al cargar imágenes pesadas en la lista,4
Testing Documentación Media Redacción de la matriz de pruebas con todos los casos ejecutados y su resultado,10
Testing Documentación Media Redacción del informe de cobertura de código tras finalizar los tests unitarios,8
Mobile Desarrollo Media Creación de un sistema de caché para que la app funcione sin internet (Offline),22
Mobile Desarrollo Media Creación de un sistema de sincronización de datos al recuperar la conexión,25
Mobile Arreglo Alta Reparación de un fallo crítico que borraba la base de datos al actualizar la versión,15
Mobile Arreglo Alta Reparación de un fallo crítico que duplicaba las notificaciones al recibir un mensaje,12
Mobile Refactorización Baja Simplificación del código de los adaptadores de las listas (RecyclerView),6
Mobile Refactorización Baja Simplificación del código de los controladores de navegación (NavHost),5
Mobile Desarrollo Media Implementación de un buscador de voz usando el reconocimiento de Google,15
Mobile Desarrollo Media Implementación de un lector de texto (Text-to-Speech) para accesibilidad,12
Mobile Investigación Alta Investigación sobre el uso de animaciones avanzadas con la librería Lottie,10
